Index,Upazila_or_Thana,District,Area_Zip_Code,Latitude,Longitude,Operator,Active_Network_Available,Network_Level,Satisfaction_Score,Real_Time_Experience
22016,Damuddya,Shariatpur,8040,23.1333,90.4333,Teletalk,3G/2G,Very Low,1,1
22017,Goshairhat,Shariatpur,8050,23.07666667,90.43166667,Teletalk,3G/2G,Very Low,1,0.5
22018,Janjira,Shariatpur,8010,23.16,90.13,Teletalk,3G/2G,Very Low,1,1.5
22019,Naria,Shariatpur,8020,23.3,90.4,Teletalk,3G/2G,Very Low,1,1
22020,Shariatpur Sadar,Shariatpur,8000,23.20833333,90.35,Teletalk,3G/2G,Low,3,4
22021,Basail,Tangail,1920,24.2167,90.05,Teletalk,3G/2G,Very Low,1,1.5
22022,Bhuapur,Tangail,1960,24.4583,89.8667,Teletalk,3G/2G,Very Low,1,2
22023,Delduar,Tangail,1910,24.1417,89.9667,Teletalk,3G/2G,Very Low,1,1.5
22024,Dhanbari,Tangail,1997,24.680578,89.939184,Teletalk,3G/2G,Not Available,0,0
22025,Ghatail,Tangail,1980,24.46666667,89.96666667,Teletalk,3G/2G,Low,3,2
22026,Gopalpur,Tangail,1990,24.5583,89.9167,Teletalk,3G/2G,Very Low,1,1
22027,Kalihati,Tangail,1970,24.3833,90.0083,Teletalk,3G/2G,Very Low,1,1.5
22028,Madhupur,Tangail,1996,24.61666667,90.01805556,Teletalk,3G/2G,Low,3,2
22029,Mirzapur,Tangail,1940,24.1083,90.0917,Teletalk,3G/2G,Low,3,2
22030,Nagarpur,Tangail,1936,24.05,89.86805556,Teletalk,3G/2G,Very Low,1,1
22031,Shakhipur,Tangail,1950,24.31666667,90.16805556,Teletalk,3G/2G,Very Low,1,1.5
22032,Tangail Sadar,Tangail,1900,24.24925,89.91318,Teletalk,3G/2G,Low,3,3.5
22033,Bagerhat Sadar,Bagerhat,9300,22.66666667,89.8,Teletalk,3G/2G,Low,3,2.5
22034,Chitalmari,Bagerhat,9360,22.78472222,89.86861111,Teletalk,3G/2G,Very Low,1,1
22035,Fakirhat,Bagerhat,9370,22.76888889,89.70138889,Teletalk,3G/2G,Very Low,1,1.5
22036,Kachua,Bagerhat,9310,22.65,89.88333333,Teletalk,3G/2G,Very Low,1,1
22037,Mollahat,Bagerhat,9380,22.9417,89.7,Teletalk,3G/2G,Very Low,1,1
22038,Mongla,Bagerhat,9350,22.4833,89.6083,Teletalk,3G/2G,Very Low,1,1.5
22039,Morrelganj,Bagerhat,9320,22.45,89.8583,Teletalk,3G/2G,Very Low,1,1.5
22040,Rampal,Bagerhat,9340,22.5667,89.6639,Teletalk,3G/2G,Low,3,2
22041,Sharankhola,Bagerhat,9330,22.2917,89.7917,Teletalk,3G/2G,Very Low,1,1
22042,Alamdanga,Chuadanga,7210,23.7583,88.95,Teletalk,3G/2G,Low,3,2.5
22043,Chuadanga Sadar,Chuadanga,7200,23.6417,88.8583,Teletalk,3G/2G,Low,3,3
22044,Damurhuda,Chuadanga,7220,23.6167,88.7833,Teletalk,3G/2G,Very Low,1,2
22045,Jibannagar,Chuadanga,7230,23.4167,88.8208,Teletalk,3G/2G,Very Low,1,1.5
22046,Abhoynagar,Jashore,7460,23.01666667,89.43333333,Teletalk,3G/2G,Low,3,2
22047,Bagherpara,Jashore,7470,23.2167,89.35,Teletalk,3G/2G,Low,3,2.5
22048,Chowgacha,Jashore,7410,23.2667,89.025,Teletalk,3G/2G,Low,3,2.5
22049,Jashore Sadar,Jashore,7400,23.1681,89.2042,Teletalk,3G/2G,Low,3,4
22050,Jhikargacha,Jashore,7420,23.1,89.1333,Teletalk,3G/2G,Low,3,3
22051,Keshabpur,Jashore,7450,22.9042,89.5667,Teletalk,3G/2G,Low,3,2
22052,Monirampur,Jashore,7440,23.0167,89.2333,Teletalk,3G/2G,Low,3,2.5
22053,Sarsha,Jashore,7430,23.0744,88.8667,Teletalk,3G/2G,Very Low,1,1.5
22054,Harinakunda,Jhenaidah,7310,23.6417,89.05,Teletalk,3G/2G,Low,3,2.5
22055,Jhenaidah Sadar,Jhenaidah,7300,23.5417,89.1833,Teletalk,3G/2G,Low,3,3
22056,Kaliganj,Jhenaidah,7350,23.4139,89.1333,Teletalk,3G/2G,Very Low,1,1.5
22057,Kotchandpur,Jhenaidah,7330,23.4,89.0167,Teletalk,3G/2G,Very Low,1,1.5
22058,Moheshpur,Jhenaidah,7340,23.35,88.9125,Teletalk,3G/2G,Very Low,1,2
22059,Shailkupa,Jhenaidah,7320,23.6917,89.25,Teletalk,3G/2G,Low,3,3
22060,Batiaghata,Khulna,9260,22.7417,89.5167,Teletalk,3G/2G,Low,3,2.5
22061,Dacope,Khulna,9270,22.5722,89.5111,Teletalk,3G/2G,Very Low,1,1.5
22062,Dighalia,Khulna,9220,22.9083,89.5333,Teletalk,3G/2G,Very Low,1,1.5
22063,Dumuria,Khulna,9250,22.8083,89.425,Teletalk,3G/2G,Low,3,2
22064,Koira,Khulna,9290,22.3417,89.3,Teletalk,3G/2G,Not Available,0,0.5
22065,Paikgacha,Khulna,9280,22.5889,89.3361,Teletalk,3G/2G,Very Low,1,1
22066,Phultala,Khulna,9210,22.975,89.4583,Teletalk,3G/2G,Low,3,4
22067,Rupsa,Khulna,9240,22.8333,89.5833,Teletalk,3G/2G,Very Low,1,1.5
22068,Terokhada,Khulna,9230,22.9417,89.6694,Teletalk,3G/2G,Very Low,1,0.5
22069,Bheramara,Kushtia,7040,24.0167,88.9917,Teletalk,3G/2G,Low,3,2
22070,Daulatpur,Kushtia,7050,24.0014,88.875,Teletalk,3G/2G,Very Low,1,1.5
22071,Khoksha,Kushtia,7020,23.8,89.2833,Teletalk,3G/2G,Low,3,3.5
22072,Kumarkhali,Kushtia,7010,23.8564724,89.114823,Teletalk,3G/2G,Low,3,3
22073,Kushtia Sadar,Kushtia,7000,23.9,89.1333,Teletalk,3G/2G,Low,3,4
22074,Mirpur,Kushtia,7030,23.9333,89,Teletalk,3G/2G,Low,3,2.5
22075,Magura Sadar,Magura,7600,23.4875,89.4208,Teletalk,3G/2G,Low,3,2.5
22076,Mohammadpur,Magura,7630,23.4,89.56,Teletalk,3G/2G,Very Low,1,1
22077,Salikha,Magura,7620,23.34,89.36,Teletalk,3G/2G,Very Low,1,1
22078,Sreepur,Magura,7610,23.6,89.3875,Teletalk,3G/2G,Not Available,0,0.5
22079,Gangni,Meherpur,7110,23.81666667,88.755,Teletalk,3G/2G,Very Low,1,1
22080,Meherpur Sadar,Meherpur,7100,23.775,88.6417,Teletalk,3G/2G,Low,3,3
22081,Mujibnagar,Meherpur,7102,23.65003,88.59804,Teletalk,3G/2G,Not Available,0,0.5
22082,Kalia,Narail,7520,23.0333,89.6167,Teletalk,3G/2G,Not Available,0,0.5
22083,Lohagara,Narail,7510,23.1833,89.6625,Teletalk,3G/2G,Very Low,1,0.5
22084,Narail Sadar,Narail,7500,23.175,89.505,Teletalk,3G/2G,Low,3,2
22085,Assasuni,Satkhira,9460,22.55,89.1681,Teletalk,3G/2G,Very Low,1,2
22086,Debhata,Satkhira,9430,22.5667,88.9667,Teletalk,3G/2G,Not Available,0,0
22087,Kalaroa,Satkhira,9410,22.59,89.01,Teletalk,3G/2G,Not Available,0,0
22088,Kaliganj,Satkhira,9440,22.45,89.0417,Teletalk,3G/2G,Not Available,0,0
22089,Satkhira Sadar,Satkhira,9400,22.7167,89.075,Teletalk,3G/2G,Low,3,2.5
22090,Shyamnagar,Satkhira,9450,22.3306,89.1028,Teletalk,3G/2G,Very Low,1,0.5
22091,Tala,Satkhira,9420,22.75,89.25,Teletalk,3G/2G,Very Low,1,0.5
22092,Bakshiganj,Jamalpur,2140,25.225,89.875,Teletalk,3G/2G,Very Low,1,0.5
22093,Dewanganj,Jamalpur,2030,25.1417,89.7833,Teletalk,3G/2G,Very Low,1,1
22094,Islampur,Jamalpur,2020,25.0833,89.7917,Teletalk,3G/2G,Very Low,1,1
22095,Jamalpur Sadar,Jamalpur,2000,24.9167,89.9583,Teletalk,3G/2G,Low,3,2
22096,Madarganj,Jamalpur,2040,24.8917,89.75,Teletalk,3G/2G,Very Low,1,0.5
22097,Melendah,Jamalpur,2010,24.9667,89.8333,Teletalk,3G/2G,Very Low,1,0.5
22098,Sarishabari,Jamalpur,2050,24.7417,89.8333,Teletalk,3G/2G,Very Low,1,1.5
22099,Bhaluka,Mymensingh,2240,24.375,90.37833333,Teletalk,3G/2G,Low,3,2
22100,Dhobaura,Mymensingh,2416,25.0917,90.5333,Teletalk,3G/2G,Not Available,0,0
22101,Fulbaria,Mymensingh,2216,24.6333,90.2667,Teletalk,3G/2G,Very Low,1,1
22102,Gaffargaon,Mymensingh,2230,24.4167,90.55,Teletalk,3G/2G,Very Low,1,1.5
22103,Gouripur,Mymensingh,2270,24.75833333,90.575,Teletalk,3G/2G,Low,3,2
22104,Haluaghat,Mymensingh,2260,25.125,90.35,Teletalk,3G/2G,Very Low,1,1.5
22105,Ishwarganj,Mymensingh,2280,24.6833,90.625,Teletalk,3G/2G,Very Low,1,1
22106,Muktagacha,Mymensingh,2210,24.7583,90.2667,Teletalk,3G/2G,Very Low,1,1.5
22107,Mymensingh Sadar,Mymensingh,2220,24.75,90.4167,Teletalk,3G/2G,Low,3,3.5
22108,Nandail,Mymensingh,2290,24.5667,90.6833,Teletalk,3G/2G,Very Low,1,1.5
22109,Phulpur,Mymensingh,2250,24.95,90.36166667,Teletalk,3G/2G,Very Low,1,1
22110,Tarakanda,Mymensingh,2252,24.85,90.43333333,Teletalk,3G/2G,Very Low,1,1
22111,Trishal,Mymensingh,2220,24.575,90.39166667,Teletalk,3G/2G,Very Low,1,1.5
22112,Atpara,Netrakona,2470,24.8083,90.8667,Teletalk,3G/2G,Very Low,1,0.5
22113,Barhatta,Netrakona,2440,24.9,90.875,Teletalk,3G/2G,Very Low,1,0.5
22114,Durgapur,Netrakona,2420,25.125,90.6875,Teletalk,3G/2G,Very Low,1,0.5
22115,Kalmakanda,Netrakona,2430,25.0833,90.8917,Teletalk,3G/2G,Low,3,2
22116,Kendua,Netrakona,2480,24.65,90.8417,Teletalk,3G/2G,Very Low,1,1.5
22117,Khaliajuri,Netrakona,2460,24.7,91.125,Teletalk,3G/2G,Very Low,1,1
22118,Madan,Netrakona,2490,24.7167,90.9667,Teletalk,3G/2G,Not Available,0,0
22119,Mohanganj,Netrakona,2446,24.8667,90.9667,Teletalk,3G/2G,Low,3,2
22120,Netrakona Sadar,Netrakona,2400,24.875,90.7333,Teletalk,3G/2G,Low,3,2.5
22121,Purbadhala,Netrakona,2410,24.9333,90.6028,Teletalk,3G/2G,Very Low,1,1
22122,Jhenaigati,Sherpur,2120,25.1833,90.0667,Teletalk,3G/2G,Not Available,0,0
22123,Nakla,Sherpur,2150,24.98333333,90.18333333,Teletalk,3G/2G,Not Available,0,0
22124,Nalitabari,Sherpur,2110,25.08333333,90.18527778,Teletalk,3G/2G,Not Available,0,0
22125,Sherpur Sadar,Sherpur,2100,25,90.0167,Teletalk,3G/2G,Low,3,2
22126,Sreebordi,Sherpur,2130,25.18,89.95,Teletalk,3G/2G,Not Available,0,0
22127,Adamdighi,Bogura,5890,24.81666667,89,Teletalk,3G/2G,Low,3,3.5
22128,Bogura Sadar,Bogura,5800,24.8417,89.375,Teletalk,3G/2G,Low,3,3
22129,Dhunot,Bogura,5850,24.6833,89.5375,Teletalk,3G/2G,Low,3,2
22130,Dhupchancia,Bogura,5880,24.875,89.17,Teletalk,3G/2G,Low,3,2.5
22131,Gabtali,Bogura,5820,24.875,89.45,Teletalk,3G/2G,Very Low,1,1.5
22132,Kahaloo,Bogura,5870,24.8167,89.2667,Teletalk,3G/2G,Low,3,2
22133,Nandigram,Bogura,5860,24.6611,89.2333,Teletalk,3G/2G,Low,3,2.5
22134,Sariakandi,Bogura,5830,24.8833,89.5667,Teletalk,3G/2G,Low,3,2.5
22135,Shajahanpur,Bogura,5801,24.7604,89.3606,Teletalk,3G/2G,Low,3,2.5
22136,Sherpur,Bogura,5840,24.66666667,89.41666667,Teletalk,3G/2G,Low,3,2
22137,Shibganj,Bogura,5810,25.0167,89.3167,Teletalk,3G/2G,Low,3,3
22138,Sonatala,Bogura,5826,25.0333,89.4917,Teletalk,3G/2G,Very Low,1,1.5
22139,Bholahat,Chapainawabganj,6330,24.89,88.22,Teletalk,3G/2G,Not Available,0,0
22140,Gomostapur,Chapainawabganj,6320,24.86,88.37,Teletalk,3G/2G,Not Available,0,0
22141,Nachol,Chapainawabganj,6310,24.73,88.42,Teletalk,3G/2G,Very Low,1,0.5
22142,Nawabganj Sadar,Chapainawabganj,6300,24.6,88.2667,Teletalk,3G/2G,Low,3,3
22143,Shibganj,Chapainawabganj,6340,24.6833,88.1667,Teletalk,3G/2G,Very Low,1,0.5
22144,Akkelpur,Joypurhat,5940,24.975,89.02,Teletalk,3G/2G,Very Low,1,1
22145,Joypurhat Sadar,Joypurhat,5900,25.1,89.03333333,Teletalk,3G/2G,Low,3,2.5
22146,Kalai,Joypurhat,5930,25.0583,89.1833,Teletalk,3G/2G,Very Low,1,1
22147,Khetlal,Joypurhat,5920,25.025,89.13333333,Teletalk,3G/2G,Very Low,1,0.5
22148,Panchbibi,Joypurhat,5910,25.195,89.02,Teletalk,3G/2G,Very Low,1,0.5
22149,Atrai,Naogaon,6596,24.61333333,88.97,Teletalk,3G/2G,Very Low,1,0.5
22150,Badalgachi,Naogaon,6570,24.96666667,88.9,Teletalk,3G/2G,Very Low,1,0.5
22151,Dhamoirhat,Naogaon,6580,25.14,88.85,Teletalk,3G/2G,Not Available,0,0
22152,Manda,Naogaon,6510,24.775,88.67,Teletalk,3G/2G,Not Available,0,0
22153,Mohadevpur,Naogaon,6530,24.9183,88.7483,Teletalk,3G/2G,Very Low,1,1
22154,Naogaon Sadar,Naogaon,6500,24.805,88.95,Teletalk,3G/2G,Low,3,3
22155,Niamatpur,Naogaon,6520,24.83,88.55,Teletalk,3G/2G,Very Low,1,0.5
22156,Patnitala,Naogaon,6540,25.05,88.7333,Teletalk,3G/2G,Very Low,1,0.5
22157,Porsha,Naogaon,6550,25.025,88.4833,Teletalk,3G/2G,Not Available,0,0
22158,Raninagar,Naogaon,6590,24.7333,88.975,Teletalk,3G/2G,Not Available,0,0
22159,Sapahar,Naogaon,6560,25.125,88.58166667,Teletalk,3G/2G,Not Available,0,0
22160,Bagatipara,Natore,6410,24.33,88.945,Teletalk,3G/2G,Very Low,1,0.5
22161,Baraigram,Natore,6430,24.3083,89.1708,Teletalk,3G/2G,Very Low,1,0.5
22162,Gurudaspur,Natore,6440,24.3667,89.25,Teletalk,3G/2G,Very Low,1,1
22163,Lalpur,Natore,6420,24.1833,88.975,Teletalk,3G/2G,Not Available,0,0
22164,Naldanga,Natore,6403,24.4969,88.9605,Teletalk,3G/2G,Not Available,0,0
22165,Natore Sadar,Natore,6400,24.4139,88.93,Teletalk,3G/2G,Low,3,2.5
22166,Singra,Natore,6450,24.5,89.13333333,Teletalk,3G/2G,Very Low,1,1.5
22167,Atghoria,Pabna,6610,24.1333,89.25,Teletalk,3G/2G,Very Low,1,1.5
22168,Bera,Pabna,6680,24.0667,89.625,Teletalk,3G/2G,Very Low,1,1.5
22169,Bhangura,Pabna,6640,24.225,89.4,Teletalk,3G/2G,Very Low,1,1.5
22170,Chatmohar,Pabna,6630,24.23,89.3,Teletalk,3G/2G,Very Low,1,0.5
22171,Faridpur,Pabna,6650,24.1583,89.4528,Teletalk,3G/2G,Low,3,1.5
22172,Ishwardi,Pabna,6620,24.15,89.0667,Teletalk,3G/2G,Very Low,1,2
22173,Pabna Sadar,Pabna,6600,24.005,89.25,Teletalk,3G/2G,Low,3,2.5
22174,Santhia,Pabna,6670,24.0583,89.5333,Teletalk,3G/2G,Very Low,1,1
22175,Sujanagar,Pabna,6660,23.9167,89.4333,Teletalk,3G/2G,Very Low,1,0.5
22176,Bagha,Rajshahi,6280,24.1917,88.8333,Teletalk,3G/2G,Not Available,0,0.5
22177,Bagmara,Rajshahi,6250,24.5639,88.8083,Teletalk,3G/2G,Not Available,0,0.5
22178,Charghat,Rajshahi,6270,24.2833,88.775,Teletalk,3G/2G,Very Low,1,1.5
22179,Durgapur,Rajshahi,6240,24.4556,88.7667,Teletalk,3G/2G,Very Low,1,0.5
22180,Godagari,Rajshahi,6290,24.4667,88.3306,Teletalk,3G/2G,Low,3,2
22181,Mohanpur,Rajshahi,6220,24.5639,88.65,Teletalk,3G/2G,Not Available,0,0
22182,Paba,Rajshahi,6210,24.4417,88.6278,Teletalk,3G/2G,Very Low,1,2
22183,Puthia,Rajshahi,6260,24.375,88.85,Teletalk,3G/2G,Very Low,1,2
22184,Tanore,Rajshahi,6230,24.6028,88.5806,Teletalk,3G/2G,Not Available,0,0
22185,Belkuchi,Sirajganj,6740,24.2917,89.7,Teletalk,3G/2G,Very Low,1,2
22186,Chowhali,Sirajganj,6752,24.2111,89.7208,Teletalk,3G/2G,Not Available,0,0
22187,Kamarkhanda,Sirajganj,6730,24.38,89.65,Teletalk,3G/2G,Not Available,0,0
22188,Kazipur,Sirajganj,6710,24.6417,89.65,Teletalk,3G/2G,Not Available,0,0
22189,Raiganj,Sirajganj,6721,24.5014,89.5347,Teletalk,3G/2G,Very Low,1,2
22190,Shahzadpur,Sirajganj,6770,24.17,89.58833333,Teletalk,3G/2G,Very Low,1,1
22191,Sirajganj Sadar,Sirajganj,6700,24.45833,89.7,Teletalk,3G/2G,Low,3,4
22192,Tarash,Sirajganj,6780,24.4333,89.375,Teletalk,3G/2G,Not Available,0,0
22193,Ullapara,Sirajganj,6760,24.3194,89.5667,Teletalk,3G/2G,Very Low,1,1
22194,Birampur,Dinajpur,5266,25.3783,88.9833,Teletalk,3G/2G,Low,3,2
22195,Birganj,Dinajpur,5220,26,88.5833,Teletalk,3G/2G,Low,3,2
22196,Birol,Dinajpur,5210,25.6333,88.5333,Teletalk,3G/2G,Low,3,2
22197,Bochaganj,Dinajpur,5216,25.8,88.4611,Teletalk,3G/2G,Very Low,1,1.5
22198,Chirirbandar,Dinajpur,5240,25.6625,88.7833,Teletalk,3G/2G,Low,3,2
22199,Dinajpur Sadar,Dinajpur,5200,25.6333,88.65,Teletalk,3G/2G,Low,3,4.5
22200,Fulbari,Dinajpur,5260,25.51666667,88.88333333,Teletalk,3G/2G,Not Available,0,0
22201,Ghoraghat,Dinajpur,5291,25.2458,89.2167,Teletalk,3G/2G,Very Low,1,2
22202,Hakimpur,Dinajpur,5270,25.2833,89.0167,Teletalk,3G/2G,Very Low,1,1.5
22203,Kaharol,Dinajpur,5226,25.7917,88.6,Teletalk,3G/2G,Very Low,1,1
22204,Khanshama,Dinajpur,5230,25.9278,88.7333,Teletalk,3G/2G,Very Low,1,1
22205,Nawabganj,Dinajpur,5280,25.4167,89.0833,Teletalk,3G/2G,Very Low,1,2
22206,Parbatipur,Dinajpur,5250,25.6533,88.9155,Teletalk,3G/2G,Low,3,2.5
22207,Fulchari,Gaibandha,5760,25.1917,89.6167,Teletalk,3G/2G,Not Available,0,0
22208,Gaibandha Sadar,Gaibandha,5700,25.325,89.6278,Teletalk,3G/2G,Low,3,2
22209,Gobindaganj,Gaibandha,5740,25.1333,89.3917,Teletalk,3G/2G,Very Low,1,2
22210,Palashbari,Gaibandha,5730,25.2833,89.35,Teletalk,3G/2G,Low,3,2
22211,Sadullapur,Gaibandha,5710,25.3833,89.4667,Teletalk,3G/2G,Very Low,1,1
22212,Saghata,Gaibandha,5750,25.1056,89.5861,Teletalk,3G/2G,Very Low,1,1
22213,Sundarganj,Gaibandha,5720,25.56436222,89.51909,Teletalk,3G/2G,Very Low,1,1
22214,Bhurungamari,Kurigram,5670,26.125,89.6833,Teletalk,3G/2G,Not Available,0,0
22215,Chilmari,Kurigram,5630,25.5667,89.6917,Teletalk,3G/2G,Not Available,0,0
22216,Fulbari,Kurigram,5680,25.95,89.56666667,Teletalk,3G/2G,Not Available,0,0
22217,Kurigram Sadar,Kurigram,5600,25.8167,89.65,Teletalk,3G/2G,Very Low,1,1.5
22218,Nageswari,Kurigram,5660,25.96,89.74,Teletalk,3G/2G,Not Available,0,0
22219,Rajarhat,Kurigram,5610,25.8,89.55,Teletalk,3G/2G,Not Available,0,0
22220,Char Rajibpur,Kurigram,5650,25.4,89.6917,Teletalk,3G/2G,Not Available,0,0
22221,Rowmari,Kurigram,5640,25.5625,89.85,Teletalk,3G/2G,Not Available,0,0
22222,Ulipur,Kurigram,5620,25.6639,89.6333,Teletalk,3G/2G,Not Available,0,0
22223,Aditmari,Lalmonirhat,5510,25.925,89.35,Teletalk,3G/2G,Not Available,0,0
22224,Hatibandha,Lalmonirhat,5530,26.1125,89.1333,Teletalk,3G/2G,Very Low,1,1.5
22225,Kaliganj,Lalmonirhat,5520,25.9676,89.2068,Teletalk,3G/2G,Very Low,1,1.5
22226,Lalmonirhat Sadar,Lalmonirhat,5500,25.915,89.45,Teletalk,3G/2G,Low,3,2.5
22227,Patgram,Lalmonirhat,5540,26.35,89.01666667,Teletalk,3G/2G,Very Low,1,1.5
22228,Dimla,Nilphamari,5350,26.16,89,Teletalk,3G/2G,Not Available,0,0
22229,Domar,Nilphamari,5340,26.1,88.8361,Teletalk,3G/2G,Low,3,2
22230,Jaldhaka,Nilphamari,5330,26.03,88.99,Teletalk,3G/2G,Not Available,0,0
22231,Kishoreganj,Nilphamari,5320,25.9111,89.025,Teletalk,3G/2G,Not Available,0,0
22232,Nilphamari Sadar,Nilphamari,5300,25.9417,88.8444,Teletalk,3G/2G,Low,3,3
22233,Sayedpur,Nilphamari,5310,25.7778,88.8917,Teletalk,3G/2G,Low,3,3
22234,Atwari,Panchagarh,5040,26.3083,88.4583,Teletalk,3G/2G,Very Low,1,1
22235,Boda,Panchagarh,5010,26.2083,88.5597,Teletalk,3G/2G,Very Low,1,1.5
22236,Debiganj,Panchagarh,5020,26.1185,88.7592,Teletalk,3G/2G,Very Low,1,1
22237,Panchagarh Sadar,Panchagarh,5000,26.3347,88.5583,Teletalk,3G/2G,Low,3,2
22238,Tetulia,Panchagarh,5030,26.48333333,88.35,Teletalk,3G/2G,Very Low,1,1
22239,Badarganj,Rangpur,5430,25.66666667,89.05,Teletalk,3G/2G,Low,3,2
22240,Gangachara,Rangpur,5410,25.85,89.2167,Teletalk,3G/2G,Very Low,1,1.5
22241,Kaunia,Rangpur,5440,25.7708,89.4167,Teletalk,3G/2G,Very Low,1,1
22242,Mithapukur,Rangpur,5460,25.5417,89.2833,Teletalk,3G/2G,Very Low,1,1
22243,Pirgacha,Rangpur,5450,25.58,89.4,Teletalk,3G/2G,Very Low,1,0.5
22244,Pirganj,Rangpur,5470,25.4153,89.3167,Teletalk,3G/2G,Very Low,1,1
22245,Rangpur Sadar,Rangpur,5400,25.75014,89.23333,Teletalk,3G/2G,Low,3,5
22246,Taraganj,Rangpur,5420,25.79,89.04,Teletalk,3G/2G,Very Low,1,2
22247,Baliadangi,Thakurgaon,5140,26.1,88.275,Teletalk,3G/2G,Very Low,1,1
22248,Haripur,Thakurgaon,5130,25.8083,88.1417,Teletalk,3G/2G,Very Low,1,0.5
22249,Pirganj,Thakurgaon,5110,25.8542,88.3667,Teletalk,3G/2G,Very Low,1,1
22250,Ranisankail,Thakurgaon,5120,25.88833333,88.25166667,Teletalk,3G/2G,Very Low,1,1
22251,Thakurgaon Sadar,Thakurgaon,5100,26.0208,88.4667,Teletalk,3G/2G,Low,3,2
22252,Ajmiriganj,Habiganj,3360,24.5472,91.25,Teletalk,3G/2G,Very Low,1,1.5
22253,Bahubal,Habiganj,3310,24.3556,91.5417,Teletalk,3G/2G,Very Low,1,1.5
22254,Baniachong,Habiganj,3350,24.5417,91.3333,Teletalk,3G/2G,Not Available,0,0
22255,Chunarughat,Habiganj,3320,24.2,91.51666667,Teletalk,3G/2G,Very Low,1,1.5
22256,Habiganj Sadar,Habiganj,3300,24.375,91.4167,Teletalk,3G/2G,Low,3,2
22257,Lakhai,Habiganj,3340,24.2889,91.2167,Teletalk,3G/2G,Very Low,1,1
22258,Madhabpur,Habiganj,3330,24.1028,91.2917,Teletalk,3G/2G,Low,3,2.5
22259,Nabiganj,Habiganj,3370,24.56666667,91.515,Teletalk,3G/2G,Very Low,1,0.5
22260,Sayestaganj,Habiganj,3301,24.2733003,91.4463813,Teletalk,3G/2G,Low,3,2
22261,Barlekha,Moulvibazar,3250,24.7083,92.2,Teletalk,3G/2G,Very Low,1,1.5
22262,Juri,Moulvibazar,3251,24.58006,92.164672,Teletalk,3G/2G,Very Low,1,1.5
22263,Kamalganj,Moulvibazar,3220,24.3667,91.8667,Teletalk,3G/2G,Low,3,2.5
22264,Kulaura,Moulvibazar,3230,24.86833333,92.05916667,Teletalk,3G/2G,Very Low,1,1.5
22265,Moulvibazar Sadar,Moulvibazar,3200,24.4778,91.7667,Teletalk,3G/2G,Low,3,2.5
22266,Rajnagar,Moulvibazar,3240,24.51666667,91.86666667,Teletalk,3G/2G,Very Low,1,1.5
22267,Sreemangal,Moulvibazar,3210,24.3083,91.7333,Teletalk,3G/2G,Low,3,2.5
22268,Biswamvarpur,Sunamganj,3010,25.1,91.3,Teletalk,3G/2G,Very Low,1,1
22269,Chatak,Sunamganj,3080,25.0417,91.675,Teletalk,3G/2G,Very Low,1,1.5
22270,Dakshin Sunamganj,Sunamganj,3020,24.93951,91.41359,Teletalk,3G/2G,Very Low,1,0.5
22271,Derai,Sunamganj,3040,24.79,91.35,Teletalk,3G/2G,Not Available,0,0.5
22272,Dharmapasha,Sunamganj,2450,24.9,91.0167,Teletalk,3G/2G,Very Low,1,1
22273,Dowarabazar,Sunamganj,3070,25.05,91.5667,Teletalk,3G/2G,Not Available,0,0
22274,Jagannathpur,Sunamganj,3060,24.76666667,91.55,Teletalk,3G/2G,Very Low,1,1
22275,Jamalganj,Sunamganj,3020,24.9833,91.2333,Teletalk,3G/2G,Not Available,0,0
22276,Sulla,Sunamganj,3050,24.6264,91.25,Teletalk,3G/2G,Not Available,0,0.5
22277,Sunamganj Sadar,Sunamganj,3000,25.06666667,91.4,Teletalk,3G/2G,Low,3,2
22278,Tahirpur,Sunamganj,3030,25.0917,91.175,Teletalk,3G/2G,Very Low,1,1
22279,Balaganj,Sylhet,3120,24.6667,91.8333,Teletalk,3G/2G,Very Low,1,1.5
22280,Beanibazar,Sylhet,3170,24.825,92.1625,Teletalk,3G/2G,Very Low,1,1.5
22281,Biswanath,Sylhet,3130,24.8083,91.7639,Teletalk,3G/2G,Very Low,1,1.5
22282,Companiganj,Sylhet,3140,25.0791,91.7542,Teletalk,3G/2G,Very Low,1,1
22283,Dakshin Surma,Sylhet,3107,24.803,91.914,Teletalk,3G/2G,Low,3,3
22284,Fenchuganj,Sylhet,3116,24.7083,91.9403,Teletalk,3G/2G,Low,3,2.5
22285,Golapganj,Sylhet,3160,24.8583,92.0208,Teletalk,3G/2G,Low,3,2
22286,Gowainghat,Sylhet,3150,25.08,91.97,Teletalk,3G/2G,Very Low,1,1.5
22287,Jointiapur,Sylhet,3156,25.125,92.1167,Teletalk,3G/2G,Very Low,1,0.5
22288,Kanaighat,Sylhet,3180,25.0166,92.2472,Teletalk,3G/2G,Very Low,1,1
22289,Osmaninagar,Sylhet,3122,24.718244,91.74657,Teletalk,3G/2G,Very Low,1,2
22290,Sylhet Sadar,Sylhet,3100,24.8917,91.8833,Teletalk,3G/2G,Low,3,5
22291,Zakiganj,Sylhet,3190,24.8778,92.3722,Teletalk,3G/2G,Very Low,1,1
22292,Gournadi,Barishal,8230,22.9736,90.2306,Teletalk,3G/2G,Very Low,1,1.5
22293,Adabar,Dhaka,1207,23.7733,90.3548,Teletalk,3G/2G,Moderate,6,6
